Model,Dealer Group,Year,Month,Week,Forecast,Sellout
Product 6,Dealer Group 4,2018,7,29,,54
Product 7,Dealer Group 1,2018,7,29,,246
Product 5,Dealer Group 4,2018,7,29,,77
Product 2,Dealer Group 7,2018,7,29,,1013
Product 4,Dealer Group 6,2018,7,29,,60
Product 5,Dealer Group 6,2018,7,29,,47
Product 5,Dealer Group 5,2018,7,29,,0
Product 7,Dealer Group 2,2018,7,29,,1157
Product 7,Dealer Group 4,2018,7,29,,8
Product 2,Dealer Group 4,2018,7,29,,46
Product 4,Dealer Group 5,2018,7,29,,0
Product 2,Dealer Group 2,2018,7,29,,1377
Product 3,Dealer Group 8,2018,7,29,,2384
Product 4,Dealer Group 4,2018,7,29,,5
Product 2,Dealer Group 8,2018,7,29,,2247
Product 5,Dealer Group 8,2018,7,29,,309
Product 4,Dealer Group 7,2018,7,29,,497
Product 7,Dealer Group 7,2018,7,29,,0
Product 2,Dealer Group 1,2018,7,29,,0
Product 6,Dealer Group 6,2018,7,29,,29
Product 4,Dealer Group 1,2018,7,29,,576
Product 3,Dealer Group 4,2018,7,30,,133
Product 4,Dealer Group 5,2018,7,30,,0
Product 6,Dealer Group 6,2018,7,30,,30
Product 4,Dealer Group 6,2018,7,30,,60
Product 2,Dealer Group 7,2018,7,30,,1331
Product 6,Dealer Group 1,2018,7,30,,308
Product 2,Dealer Group 1,2018,7,30,,0
Product 7,Dealer Group 5,2018,7,30,,0
Product 7,Dealer Group 6,2018,7,30,,26
Product 3,Dealer Group 1,2018,7,30,,477
Product 4,Dealer Group 1,2018,7,30,,437
Product 7,Dealer Group 4,2018,7,30,,5
Product 3,Dealer Group 2,2018,7,30,,2191
Product 3,Dealer Group 8,2018,7,30,,2549
Product 5,Dealer Group 1,2018,7,30,,1716
Product 5,Dealer Group 4,2018,7,30,,82
Product 3,Dealer Group 7,2018,7,30,,1278
Product 6,Dealer Group 7,2018,7,30,,1058
Product 2,Dealer Group 8,2018,7,30,,2478
Product 5,Dealer Group 2,2018,7,30,,704
Product 6,Dealer Group 5,2018,7,30,,0
Product 2,Dealer Group 6,2018,7,30,,97
Product 5,Dealer Group 6,2018,7,30,,62
Product 2,Dealer Group 4,2018,7,30,,70
Product 4,Dealer Group 7,2018,7,30,,489
Product 1,Dealer Group 1,2018,7,30,,0
Product 6,Dealer Group 2,2018,7,30,,1454
Product 5,Dealer Group 7,2018,7,30,,2126
Product 4,Dealer Group 8,2018,7,30,,1153
Product 2,Dealer Group 5,2018,7,30,,0
Product 7,Dealer Group 7,2018,7,30,,0
Product 2,Dealer Group 2,2018,7,30,,1141
Product 6,Dealer Group 4,2018,7,30,,33
Product 6,Dealer Group 8,2018,7,30,,5938
Product 7,Dealer Group 8,2018,7,30,,2
Product 4,Dealer Group 2,2018,7,30,,1351
Product 4,Dealer Group 4,2018,7,30,,3
Product 7,Dealer Group 1,2018,7,30,,191
Product 7,Dealer Group 2,2018,7,30,,1165
Product 3,Dealer Group 6,2018,7,30,,123
Product 5,Dealer Group 8,2018,7,30,,380
Product 9,Dealer Group 2,2018,7,30,,0
Product 5,Dealer Group 5,2018,7,30,,0
Product 3,Dealer Group 2,2018,7,31,,2013
Product 6,Dealer Group 4,2018,7,31,,63
Product 5,Dealer Group 2,2018,7,31,,717
Product 4,Dealer Group 6,2018,7,31,,55
Product 4,Dealer Group 7,2018,7,31,,454
Product 7,Dealer Group 2,2018,7,31,,1623
Product 5,Dealer Group 7,2018,7,31,,2308
Product 3,Dealer Group 8,2018,7,31,,2460
Product 6,Dealer Group 5,2018,7,31,,0
Product 7,Dealer Group 4,2018,7,31,,6
Product 2,Dealer Group 1,2018,7,31,,0
Product 4,Dealer Group 5,2018,7,31,,0
Product 6,Dealer Group 2,2018,7,31,,1334
Product 9,Dealer Group 2,2018,7,31,,0
Product 3,Dealer Group 1,2018,7,31,,398
Product 3,Dealer Group 4,2018,7,31,,125
Product 4,Dealer Group 4,2018,7,31,,2
Product 5,Dealer Group 4,2018,7,31,,81
Product 2,Dealer Group 8,2018,7,31,,2487
Product 7,Dealer Group 8,2018,7,31,,12
Product 2,Dealer Group 7,2018,7,31,,1309
Product 7,Dealer Group 1,2018,7,31,,315
Product 6,Dealer Group 8,2018,7,31,,5973
Product 7,Dealer Group 5,2018,7,31,,0
Product 6,Dealer Group 6,2018,7,31,,19
Product 1,Dealer Group 1,2018,7,31,,0
Product 6,Dealer Group 1,2018,7,31,,361
Product 2,Dealer Group 5,2018,7,31,,0
Product 6,Dealer Group 7,2018,7,31,,1041
Product 3,Dealer Group 7,2018,7,31,,1204
Product 4,Dealer Group 8,2018,7,31,,1136
Product 2,Dealer Group 2,2018,7,31,,1130
Product 4,Dealer Group 2,2018,7,31,,817
Product 2,Dealer Group 4,2018,7,31,,93
Product 3,Dealer Group 6,2018,7,31,,78
Product 2,Dealer Group 6,2018,7,31,,58
Product 5,Dealer Group 1,2018,7,31,,1826
Product 5,Dealer Group 5,2018,7,31,,0
Product 7,Dealer Group 7,2018,7,31,,0
Product 7,Dealer Group 6,2018,7,31,,53
Product 5,Dealer Group 8,2018,7,31,,382
Product 5,Dealer Group 6,2018,7,31,,57
Product 4,Dealer Group 1,2018,7,31,,417
Product 4,Dealer Group 7,2018,8,32,,429
Product 7,Dealer Group 8,2018,8,32,,2
Product 2,Dealer Group 4,2018,8,32,,89
Product 4,Dealer Group 5,2018,8,32,,0
Product 4,Dealer Group 8,2018,8,32,,1092
Product 3,Dealer Group 2,2018,8,32,,2144
Product 3,Dealer Group 7,2018,8,32,,862
Product 5,Dealer Group 8,2018,8,32,,399
Product 7,Dealer Group 1,2018,8,32,,131
Product 4,Dealer Group 1,2018,8,32,,438
Product 6,Dealer Group 7,2018,8,32,,900
Product 6,Dealer Group 1,2018,8,32,,392
Product 4,Dealer Group 2,2018,8,32,,945
Product 6,Dealer Group 5,2018,8,32,,0
Product 2,Dealer Group 6,2018,8,32,,39
Product 2,Dealer Group 7,2018,8,32,,902
Product 3,Dealer Group 4,2018,8,32,,132
Product 6,Dealer Group 6,2018,8,32,,13
Product 6,Dealer Group 4,2018,8,32,,55
Product 5,Dealer Group 7,2018,8,32,,1777
Product 3,Dealer Group 1,2018,8,32,,419
Product 5,Dealer Group 2,2018,8,32,,791
Product 3,Dealer Group 6,2018,8,32,,68
Product 7,Dealer Group 6,2018,8,32,,33
Product 7,Dealer Group 4,2018,8,32,,5
Product 6,Dealer Group 2,2018,8,32,,1444
Product 2,Dealer Group 2,2018,8,32,,1417
Product 5,Dealer Group 4,2018,8,32,,69
Product 2,Dealer Group 1,2018,8,32,,0
Product 6,Dealer Group 8,2018,8,32,,5700
Product 7,Dealer Group 7,2018,8,32,,0
Product 2,Dealer Group 8,2018,8,32,,2507
Product 3,Dealer Group 8,2018,8,32,,2512
Product 5,Dealer Group 1,2018,8,32,,1832
Product 5,Dealer Group 5,2018,8,32,,0
Product 7,Dealer Group 2,2018,8,32,,812
Product 5,Dealer Group 6,2018,8,32,,44
Product 4,Dealer Group 6,2018,8,32,,43
Product 9,Dealer Group 2,2018,8,32,,0
Product 4,Dealer Group 4,2018,8,32,,2
Product 1,Dealer Group 1,2018,8,32,,0
Product 2,Dealer Group 5,2018,8,32,,0
Product 2,Dealer Group 5,2018,8,33,,0
Product 3,Dealer Group 7,2018,8,33,,1513
Product 4,Dealer Group 8,2018,8,33,,1216
Product 7,Dealer Group 6,2018,8,33,,46
Product 4,Dealer Group 7,2018,8,33,,734
Product 4,Dealer Group 6,2018,8,33,,48
Product 2,Dealer Group 7,2018,8,33,,1430
Product 5,Dealer Group 5,2018,8,33,,0
Product 5,Dealer Group 4,2018,8,33,,52
Product 5,Dealer Group 8,2018,8,33,,149
Product 6,Dealer Group 8,2018,8,33,,5490
Product 6,Dealer Group 1,2018,8,33,,447
Product 2,Dealer Group 6,2018,8,33,,555
Product 9,Dealer Group 2,2018,8,33,,0
Product 6,Dealer Group 5,2018,8,33,,0
Product 2,Dealer Group 8,2018,8,33,,2604
Product 3,Dealer Group 8,2018,8,33,,2667
Product 3,Dealer Group 4,2018,8,33,,146
Product 6,Dealer Group 2,2018,8,33,,1369
Product 3,Dealer Group 6,2018,8,33,,79
Product 2,Dealer Group 1,2018,8,33,,0
Product 1,Dealer Group 1,2018,8,33,,0
Product 5,Dealer Group 1,2018,8,33,,1926
Product 5,Dealer Group 2,2018,8,33,,702
Product 7,Dealer Group 4,2018,8,33,,7
Product 7,Dealer Group 8,2018,8,33,,8
Product 2,Dealer Group 2,2018,8,33,,1223
Product 7,Dealer Group 2,2018,8,33,,2309
Product 4,Dealer Group 5,2018,8,33,,0
Product 3,Dealer Group 1,2018,8,33,,501
Product 7,Dealer Group 7,2018,8,33,,0
Product 4,Dealer Group 4,2018,8,33,,6
Product 2,Dealer Group 4,2018,8,33,,68
Product 5,Dealer Group 7,2018,8,33,,2769
Product 5,Dealer Group 6,2018,8,33,,88
Product 4,Dealer Group 2,2018,8,33,,863
Product 6,Dealer Group 4,2018,8,33,,55
Product 3,Dealer Group 2,2018,8,33,,1969
Product 6,Dealer Group 7,2018,8,33,,1315
Product 7,Dealer Group 5,2018,8,33,,0
Product 6,Dealer Group 6,2018,8,33,,15
Product 4,Dealer Group 1,2018,8,33,,423
Product 7,Dealer Group 1,2018,8,33,,332
Product 6,Dealer Group 4,2018,8,34,,46
Product 4,Dealer Group 8,2018,8,34,,1174
Product 7,Dealer Group 4,2018,8,34,,10
Product 7,Dealer Group 1,2018,8,34,,229
Product 6,Dealer Group 8,2018,8,34,,5319
Product 3,Dealer Group 6,2018,8,34,,118
Product 7,Dealer Group 2,2018,8,34,,1427
Product 3,Dealer Group 4,2018,8,34,,168
Product 3,Dealer Group 2,2018,8,34,,2635
Product 2,Dealer Group 6,2018,8,34,,36
Product 6,Dealer Group 7,2018,8,34,,1062
Product 5,Dealer Group 8,2018,8,34,,294
Product 2,Dealer Group 1,2018,8,34,,0
Product 2,Dealer Group 5,2018,8,34,,0
Product 5,Dealer Group 1,2018,8,34,,2058
Product 4,Dealer Group 7,2018,8,34,,809
Product 6,Dealer Group 2,2018,8,34,,1401
Product 5,Dealer Group 6,2018,8,34,,81
Product 9,Dealer Group 2,2018,8,34,,0
Product 4,Dealer Group 6,2018,8,34,,37
Product 4,Dealer Group 4,2018,8,34,,6
Product 7,Dealer Group 5,2018,8,34,,0
Product 6,Dealer Group 6,2018,8,34,,15
Product 2,Dealer Group 8,2018,8,34,,2302
Product 4,Dealer Group 2,2018,8,34,,1229
Product 3,Dealer Group 1,2018,8,34,,745
Product 5,Dealer Group 2,2018,8,34,,756
Product 3,Dealer Group 7,2018,8,34,,1743
Product 5,Dealer Group 4,2018,8,34,,70
Product 7,Dealer Group 7,2018,8,34,,0
Product 1,Dealer Group 1,2018,8,34,,0
Product 7,Dealer Group 6,2018,8,34,,30
Product 2,Dealer Group 4,2018,8,34,,88
Product 6,Dealer Group 1,2018,8,34,,462
Product 6,Dealer Group 5,2018,8,34,,0
Product 2,Dealer Group 7,2018,8,34,,1098
Product 5,Dealer Group 5,2018,8,34,,0
Product 4,Dealer Group 1,2018,8,34,,447
Product 2,Dealer Group 2,2018,8,34,,1718
Product 4,Dealer Group 5,2018,8,34,,0
Product 5,Dealer Group 7,2018,8,34,,2206
Product 3,Dealer Group 8,2018,8,34,,2693
Product 7,Dealer Group 8,2018,8,34,,6
Product 2,Dealer Group 4,2018,8,35,,60
Product 3,Dealer Group 2,2018,8,35,,2819
Product 3,Dealer Group 7,2018,8,35,,1232
Product 6,Dealer Group 8,2018,8,35,,5463
Product 5,Dealer Group 4,2018,8,35,,60
Product 4,Dealer Group 5,2018,8,35,,0
Product 5,Dealer Group 7,2018,8,35,,2202
Product 5,Dealer Group 1,2018,8,35,,1841
Product 3,Dealer Group 8,2018,8,35,,2576
Product 9,Dealer Group 2,2018,8,35,,0
Product 3,Dealer Group 1,2018,8,35,,1030
Product 7,Dealer Group 4,2018,8,35,,12
Product 5,Dealer Group 6,2018,8,35,,57
Product 2,Dealer Group 2,2018,8,35,,1054
Product 5,Dealer Group 5,2018,8,35,,0
Product 6,Dealer Group 7,2018,8,35,,985
Product 7,Dealer Group 8,2018,8,35,,8
Product 4,Dealer Group 8,2018,8,35,,1173
Product 6,Dealer Group 5,2018,8,35,,0
Product 2,Dealer Group 8,2018,8,35,,2439
Product 7,Dealer Group 1,2018,8,35,,329
Product 6,Dealer Group 4,2018,8,35,,57
Product 4,Dealer Group 1,2018,8,35,,410
Product 7,Dealer Group 5,2018,8,35,,0
Product 6,Dealer Group 6,2018,8,35,,11
Product 3,Dealer Group 4,2018,8,35,,126
Product 4,Dealer Group 6,2018,8,35,,35
Product 6,Dealer Group 2,2018,8,35,,1269
Product 4,Dealer Group 4,2018,8,35,,2
Product 5,Dealer Group 8,2018,8,35,,262
Product 4,Dealer Group 2,2018,8,35,,1218
Product 2,Dealer Group 5,2018,8,35,,0
Product 3,Dealer Group 6,2018,8,35,,193
Product 7,Dealer Group 6,2018,8,35,,32
Product 2,Dealer Group 6,2018,8,35,,33
Product 2,Dealer Group 7,2018,8,35,,893
Product 1,Dealer Group 1,2018,8,35,,0
Product 6,Dealer Group 1,2018,8,35,,519
Product 7,Dealer Group 7,2018,8,35,,0
Product 5,Dealer Group 2,2018,8,35,,765
Product 2,Dealer Group 1,2018,8,35,,0
Product 4,Dealer Group 7,2018,8,35,,598
Product 7,Dealer Group 2,2018,8,35,,1740
Product 3,Dealer Group 7,2018,9,36,,1382
Product 7,Dealer Group 1,2018,9,36,,391
Product 5,Dealer Group 5,2018,9,36,,0
Product 5,Dealer Group 2,2018,9,36,,742
Product 6,Dealer Group 4,2018,9,36,,48
Product 2,Dealer Group 6,2018,9,36,,32
Product 2,Dealer Group 7,2018,9,36,,1010
Product 6,Dealer Group 7,2018,9,36,,1097
Product 5,Dealer Group 6,2018,9,36,,71
Product 4,Dealer Group 8,2018,9,36,,1284
Product 7,Dealer Group 4,2018,9,36,,7
Product 2,Dealer Group 5,2018,9,36,,0
Product 6,Dealer Group 6,2018,9,36,,16
Product 2,Dealer Group 8,2018,9,36,,2764
Product 3,Dealer Group 1,2018,9,36,,490
Product 6,Dealer Group 5,2018,9,36,,0
Product 4,Dealer Group 1,2018,9,36,,469
Product 6,Dealer Group 1,2018,9,36,,914
Product 3,Dealer Group 6,2018,9,36,,99
Product 4,Dealer Group 7,2018,9,36,,660
Product 2,Dealer Group 2,2018,9,36,,1598
Product 7,Dealer Group 5,2018,9,36,,0
Product 7,Dealer Group 6,2018,9,36,,61
Product 1,Dealer Group 1,2018,9,36,,0
Product 4,Dealer Group 2,2018,9,36,,1255
Product 4,Dealer Group 5,2018,9,36,,0
Product 3,Dealer Group 8,2018,9,36,,3023
Product 5,Dealer Group 8,2018,9,36,,254
Product 5,Dealer Group 7,2018,9,36,,2185
Product 5,Dealer Group 1,2018,9,36,,1689
Product 7,Dealer Group 8,2018,9,36,,26
Product 2,Dealer Group 1,2018,9,36,,0
Product 6,Dealer Group 2,2018,9,36,,1397
Product 7,Dealer Group 2,2018,9,36,,1772
Product 2,Dealer Group 4,2018,9,36,,85
Product 5,Dealer Group 4,2018,9,36,,64
Product 4,Dealer Group 6,2018,9,36,,45
Product 4,Dealer Group 4,2018,9,36,,3
Product 3,Dealer Group 2,2018,9,36,,2742
Product 6,Dealer Group 8,2018,9,36,,5950
Product 3,Dealer Group 4,2018,9,36,,115
Product 9,Dealer Group 2,2018,9,36,,0
Product 7,Dealer Group 7,2018,9,36,,0
Product 3,Dealer Group 1,2018,9,37,,1050
Product 7,Dealer Group 6,2018,9,37,,18
Product 5,Dealer Group 7,2018,9,37,,2018
Product 2,Dealer Group 1,2018,9,37,,0
Product 5,Dealer Group 1,2018,9,37,,1811
Product 3,Dealer Group 7,2018,9,37,,895
Product 4,Dealer Group 2,2018,9,37,,864
Product 3,Dealer Group 8,2018,9,37,,2584
Product 6,Dealer Group 8,2018,9,37,,5019
Product 1,Dealer Group 1,2018,9,37,,0
Product 7,Dealer Group 2,2018,9,37,,691
Product 9,Dealer Group 2,2018,9,37,,0
Product 5,Dealer Group 5,2018,9,37,,0
Product 7,Dealer Group 7,2018,9,37,,0
Product 2,Dealer Group 2,2018,9,37,,1813
Product 4,Dealer Group 5,2018,9,37,,0
Product 4,Dealer Group 8,2018,9,37,,1104
Product 6,Dealer Group 5,2018,9,37,,0
Product 4,Dealer Group 6,2018,9,37,,24
Product 5,Dealer Group 6,2018,9,37,,82
Product 5,Dealer Group 8,2018,9,37,,224
Product 3,Dealer Group 2,2018,9,37,,1770
Product 6,Dealer Group 2,2018,9,37,,1504
Product 2,Dealer Group 6,2018,9,37,,33
Product 3,Dealer Group 6,2018,9,37,,70
Product 6,Dealer Group 6,2018,9,37,,32
Product 6,Dealer Group 7,2018,9,37,,1035
Product 4,Dealer Group 4,2018,9,37,,2
Product 3,Dealer Group 4,2018,9,37,,115
Product 7,Dealer Group 1,2018,9,37,,168
Product 2,Dealer Group 5,2018,9,37,,0
Product 7,Dealer Group 4,2018,9,37,,1
Product 2,Dealer Group 8,2018,9,37,,2226
Product 5,Dealer Group 4,2018,9,37,,54
Product 5,Dealer Group 2,2018,9,37,,686
Product 4,Dealer Group 1,2018,9,37,,410
Product 6,Dealer Group 1,2018,9,37,,676
Product 2,Dealer Group 7,2018,9,37,,1308
Product 4,Dealer Group 7,2018,9,37,,463
Product 2,Dealer Group 4,2018,9,37,,68
Product 7,Dealer Group 8,2018,9,37,,9
Product 6,Dealer Group 4,2018,9,37,,41
Product 6,Dealer Group 2,2018,9,38,,1533
Product 7,Dealer Group 2,2018,9,38,,1290
Product 5,Dealer Group 8,2018,9,38,,298
Product 7,Dealer Group 4,2018,9,38,,5
Product 6,Dealer Group 5,2018,9,38,,0
Product 2,Dealer Group 2,2018,9,38,,1725
Product 2,Dealer Group 4,2018,9,38,,92
Product 3,Dealer Group 4,2018,9,38,,143
Product 6,Dealer Group 1,2018,9,38,,446
Product 4,Dealer Group 2,2018,9,38,,908
Product 5,Dealer Group 2,2018,9,38,,749
Product 7,Dealer Group 1,2018,9,38,,276
Product 2,Dealer Group 6,2018,9,38,,32
Product 4,Dealer Group 8,2018,9,38,,1153
Product 3,Dealer Group 2,2018,9,38,,2124
Product 7,Dealer Group 7,2018,9,38,,0
Product 5,Dealer Group 6,2018,9,38,,60
Product 2,Dealer Group 7,2018,9,38,,1194
Product 1,Dealer Group 1,2018,9,38,,0
Product 4,Dealer Group 1,2018,9,38,,442
Product 4,Dealer Group 5,2018,9,38,,0
Product 7,Dealer Group 8,2018,9,38,,24
Product 2,Dealer Group 1,2018,9,38,,0
Product 7,Dealer Group 5,2018,9,38,,0
Product 3,Dealer Group 8,2018,9,38,,2697
Product 5,Dealer Group 4,2018,9,38,,56
Product 4,Dealer Group 6,2018,9,38,,22
Product 4,Dealer Group 4,2018,9,38,,4
Product 6,Dealer Group 7,2018,9,38,,984
Product 6,Dealer Group 6,2018,9,38,,33
Product 3,Dealer Group 7,2018,9,38,,1066
Product 4,Dealer Group 7,2018,9,38,,471
Product 3,Dealer Group 1,2018,9,38,,826
Product 2,Dealer Group 5,2018,9,38,,0
Product 7,Dealer Group 6,2018,9,38,,59
Product 6,Dealer Group 8,2018,9,38,,4935
Product 6,Dealer Group 4,2018,9,38,,44
Product 5,Dealer Group 5,2018,9,38,,0
Product 5,Dealer Group 7,2018,9,38,,2012
Product 9,Dealer Group 2,2018,9,38,,0
Product 3,Dealer Group 6,2018,9,38,,65
Product 5,Dealer Group 1,2018,9,38,,1746
Product 2,Dealer Group 8,2018,9,38,,2815
Product 7,Dealer Group 5,2018,9,39,,0
Product 4,Dealer Group 7,2018,9,39,,431
Product 5,Dealer Group 8,2018,9,39,,305
Product 7,Dealer Group 1,2018,9,39,,225
Product 6,Dealer Group 2,2018,9,39,,1133
Product 6,Dealer Group 8,2018,9,39,,5106
Product 5,Dealer Group 1,2018,9,39,,1700
Product 7,Dealer Group 2,2018,9,39,,1276
Product 3,Dealer Group 4,2018,9,39,,125
Product 6,Dealer Group 6,2018,9,39,,43
Product 1,Dealer Group 1,2018,9,39,,0
Product 6,Dealer Group 5,2018,9,39,,0
Product 7,Dealer Group 6,2018,9,39,,21
Product 7,Dealer Group 4,2018,9,39,,1
Product 3,Dealer Group 8,2018,9,39,,2916
Product 7,Dealer Group 8,2018,9,39,,21
Product 2,Dealer Group 4,2018,9,39,,53
Product 5,Dealer Group 4,2018,9,39,,36
Product 5,Dealer Group 5,2018,9,39,,0
Product 4,Dealer Group 5,2018,9,39,,0
Product 4,Dealer Group 2,2018,9,39,,899
Product 6,Dealer Group 7,2018,9,39,,901
Product 6,Dealer Group 4,2018,9,39,,45
Product 4,Dealer Group 6,2018,9,39,,144
Product 3,Dealer Group 7,2018,9,39,,1126
Product 4,Dealer Group 8,2018,9,39,,1210
Product 6,Dealer Group 1,2018,9,39,,655
Product 7,Dealer Group 7,2018,9,39,,1
Product 3,Dealer Group 1,2018,9,39,,1081
Product 4,Dealer Group 1,2018,9,39,,445
Product 3,Dealer Group 6,2018,9,39,,75
Product 2,Dealer Group 1,2018,9,39,,0
Product 2,Dealer Group 7,2018,9,39,,1043
Product 2,Dealer Group 5,2018,9,39,,0
Product 3,Dealer Group 2,2018,9,39,,2038
Product 5,Dealer Group 2,2018,9,39,,640
Product 2,Dealer Group 2,2018,9,39,,1396
Product 9,Dealer Group 2,2018,9,39,,0
Product 4,Dealer Group 4,2018,9,39,,2
Product 2,Dealer Group 6,2018,9,39,,234
Product 5,Dealer Group 6,2018,9,39,,27
Product 2,Dealer Group 8,2018,9,39,,4187
Product 5,Dealer Group 7,2018,9,39,,1836
Product 4,Dealer Group 6,2018,10,40,,18
Product 6,Dealer Group 7,2018,10,40,,945
Product 4,Dealer Group 8,2018,10,40,,1260
Product 6,Dealer Group 2,2018,10,40,,1397
Product 7,Dealer Group 8,2018,10,40,,61
Product 2,Dealer Group 4,2018,10,40,,39
Product 6,Dealer Group 4,2018,10,40,,33
Product 2,Dealer Group 1,2018,10,40,,0
Product 4,Dealer Group 5,2018,10,40,,0
Product 7,Dealer Group 7,2018,10,40,,11
Product 2,Dealer Group 7,2018,10,40,,1280
Product 6,Dealer Group 8,2018,10,40,,5034
Product 3,Dealer Group 1,2018,10,40,,1034
Product 7,Dealer Group 4,2018,10,40,,6
Product 3,Dealer Group 6,2018,10,40,,69
Product 5,Dealer Group 6,2018,10,40,,64
Product 4,Dealer Group 1,2018,10,40,,333
Product 2,Dealer Group 2,2018,10,40,,1383
Product 6,Dealer Group 6,2018,10,40,,25
Product 3,Dealer Group 2,2018,10,40,,1890
Product 5,Dealer Group 4,2018,10,40,,49
Product 9,Dealer Group 2,2018,10,40,,0
Product 1,Dealer Group 1,2018,10,40,,0
Product 5,Dealer Group 1,2018,10,40,,1648
Product 7,Dealer Group 6,2018,10,40,,21
Product 4,Dealer Group 4,2018,10,40,,1
Product 3,Dealer Group 4,2018,10,40,,117
Product 4,Dealer Group 2,2018,10,40,,927
Product 2,Dealer Group 8,2018,10,40,,4459
Product 2,Dealer Group 5,2018,10,40,,0
Product 6,Dealer Group 5,2018,10,40,,0
Product 3,Dealer Group 7,2018,10,40,,1045
Product 3,Dealer Group 8,2018,10,40,,2944
Product 5,Dealer Group 7,2018,10,40,,2041
Product 6,Dealer Group 1,2018,10,40,,723
Product 4,Dealer Group 7,2018,10,40,,512
Product 5,Dealer Group 5,2018,10,40,,0
Product 5,Dealer Group 8,2018,10,40,,247
Product 7,Dealer Group 1,2018,10,40,,167
Product 5,Dealer Group 2,2018,10,40,,663
Product 2,Dealer Group 6,2018,10,40,,37
Product 7,Dealer Group 2,2018,10,40,,756
Product 4,Dealer Group 4,2018,10,41,,7
Product 2,Dealer Group 6,2018,10,41,,49
Product 4,Dealer Group 1,2018,10,41,,315
Product 4,Dealer Group 2,2018,10,41,,1030
Product 5,Dealer Group 5,2018,10,41,,0
Product 6,Dealer Group 8,2018,10,41,,5347
Product 5,Dealer Group 7,2018,10,41,,2070
Product 7,Dealer Group 4,2018,10,41,,7
Product 3,Dealer Group 4,2018,10,41,,121
Product 6,Dealer Group 1,2018,10,41,,760
Product 7,Dealer Group 1,2018,10,41,,118
Product 2,Dealer Group 7,2018,10,41,,1284
Product 5,Dealer Group 8,2018,10,41,,-7
Product 3,Dealer Group 2,2018,10,41,,1974
Product 6,Dealer Group 7,2018,10,41,,949
Product 4,Dealer Group 8,2018,10,41,,1307
Product 5,Dealer Group 2,2018,10,41,,915
Product 3,Dealer Group 1,2018,10,41,,775
Product 6,Dealer Group 4,2018,10,41,,58
Product 2,Dealer Group 8,2018,10,41,,3846
Product 5,Dealer Group 4,2018,10,41,,64
Product 5,Dealer Group 6,2018,10,41,,74
Product 3,Dealer Group 7,2018,10,41,,1034
Product 2,Dealer Group 1,2018,10,41,,0
Product 4,Dealer Group 5,2018,10,41,,0
Product 2,Dealer Group 5,2018,10,41,,0
Product 1,Dealer Group 1,2018,10,41,,0
Product 5,Dealer Group 1,2018,10,41,,1591
Product 3,Dealer Group 8,2018,10,41,,2910
Product 6,Dealer Group 2,2018,10,41,,1410
Product 9,Dealer Group 2,2018,10,41,,0
Product 6,Dealer Group 6,2018,10,41,,29
Product 7,Dealer Group 8,2018,10,41,,150
Product 7,Dealer Group 2,2018,10,41,,618
Product 4,Dealer Group 7,2018,10,41,,507
Product 2,Dealer Group 2,2018,10,41,,1457
Product 3,Dealer Group 6,2018,10,41,,76
Product 2,Dealer Group 4,2018,10,41,,64
Product 6,Dealer Group 5,2018,10,41,,0
Product 4,Dealer Group 6,2018,10,41,,36
Product 7,Dealer Group 7,2018,10,41,,7
Product 7,Dealer Group 6,2018,10,41,,22
Product 6,Dealer Group 4,2018,10,42,,36
Product 7,Dealer Group 2,2018,10,42,,1243
Product 7,Dealer Group 7,2018,10,42,,26
Product 5,Dealer Group 4,2018,10,42,,46
Product 5,Dealer Group 8,2018,10,42,,16
Product 4,Dealer Group 1,2018,10,42,,422
Product 5,Dealer Group 5,2018,10,42,,0
Product 5,Dealer Group 6,2018,10,42,,80
Product 6,Dealer Group 7,2018,10,42,,959
Product 2,Dealer Group 8,2018,10,42,,3753
Product 3,Dealer Group 7,2018,10,42,,1070
Product 2,Dealer Group 4,2018,10,42,,73
Product 6,Dealer Group 8,2018,10,42,,5996
Product 4,Dealer Group 7,2018,10,42,,514
Product 5,Dealer Group 7,2018,10,42,,2014
Product 4,Dealer Group 2,2018,10,42,,931
Product 7,Dealer Group 5,2018,10,42,,0
Product 3,Dealer Group 6,2018,10,42,,238
Product 5,Dealer Group 1,2018,10,42,,1453
Product 2,Dealer Group 6,2018,10,42,,40
Product 9,Dealer Group 2,2018,10,42,,0
Product 7,Dealer Group 8,2018,10,42,,213
Product 2,Dealer Group 2,2018,10,42,,2165
Product 3,Dealer Group 8,2018,10,42,,3081
Product 6,Dealer Group 1,2018,10,42,,799
Product 2,Dealer Group 5,2018,10,42,,0
Product 4,Dealer Group 5,2018,10,42,,0
Product 6,Dealer Group 6,2018,10,42,,21
Product 2,Dealer Group 7,2018,10,42,,1146
Product 1,Dealer Group 1,2018,10,42,,0
Product 7,Dealer Group 4,2018,10,42,,5
Product 3,Dealer Group 4,2018,10,42,,99
Product 4,Dealer Group 8,2018,10,42,,1297
Product 7,Dealer Group 1,2018,10,42,,207
Product 3,Dealer Group 2,2018,10,42,,2088
Product 4,Dealer Group 6,2018,10,42,,149
Product 6,Dealer Group 2,2018,10,42,,1392
Product 6,Dealer Group 5,2018,10,42,,0
Product 2,Dealer Group 1,2018,10,42,,0
Product 5,Dealer Group 2,2018,10,42,,733
Product 3,Dealer Group 1,2018,10,42,,752
Product 4,Dealer Group 4,2018,10,42,,6
